OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
Sign Bottom,11715,30888,43882,56635,65070,,,,
Sign Bottom,11716,102295,121675,,,,,,
Sign Top,11717,62235,88380,,,,,,
Sign Bottom,11718,71848,112979,,,,,,
Sign Top,11719,42731,60958,,,,,,
Sign Bottom,11720,53922,80655,54346,82649,,,,
Sign Top,11721,16000,29531,54500,67236,,,,
Sign Bottom,11722,66028,82699,,,96640,128420,,
Sign Bottom,11723,54569,84704,,,,,,
Sign Top,11724,50600,64435,7,11363,188350,224641,,
Sign Bottom,11725,52652,86349,,,,,,
Sign Bottom,11726,9237,46702,,,,,,
Sign Bottom,11727,5102,15087,,,,,,
Sign Bottom,11728,48973,54623,159621,206892,,,,
Sign Top,11729,20,31609,,,,,,
Sign Top,11730,356,21982,,,,,,
Sign Bottom,11731,262590,306461,,,11707,45990,,
Sign Bottom,11732,4298,27690,,,,,,
Sign Top,11733,114457,145112,,,,,,
Sign Top,11734,34118,83064,21776,44987,,,,
Sign Top,11735,100000,135562,108500,112768,,,,
Sign Bottom,11736,2404,45931,,,,,,
Sign Top,11737,50478,82788,26896,59388,,,28849,70307
Sign Bottom,11738,52496,88294,,,,,,
Sign Bottom,11739,44288,87801,16319,41714,,,,
Sign Bottom,11740,79584,118344,149726,184008,,,,
Sign Bottom,11741,39600,52061,,,28693,74222,,
Sign Top,11742,3257,9699,,,,,,
Sign Top,11743,15500,25946,,,5,46270,,
Sign Bottom,11744,45252,71210,,,47805,61124,,
Sign Top,11745,80372,103581,30058,70875,,,,
Sign Top,11746,152424,172130,,,,,,
Sign Top,11747,91746,94290,,,,,,
Sign Top,11748,23473,63236,21363,47367,,,,
Sign Bottom,11749,207560,208237,,,,,,
Sign Top,11750,56775,98505,108308,131600,,,,
Sign Bottom,11751,154277,204259,,,,,,
Sign Top,11752,153900,196091,,,,,,
Sign Bottom,11753,87920,124399,,,,,,
Sign Top,11754,80559,93597,,,,,,
Sign Bottom,11755,71099,106827,,,,,,
Sign Bottom,11756,46696,59797,,,,,,
Sign Top,11757,44000,45076,,,,,,
Sign Bottom,11758,139487,143507,,,,,,
Sign Top,11759,52744,102250,968,26285,2945,32407,,
Sign Bottom,11760,31954,41390,,,,,,
Sign Bottom,11761,117425,137180,,,6463,53982,,
Sign Top,11762,97001,102826,,,11,43872,,
Sign Top,11763,161433,210959,,,,,,
Sign Bottom,11764,71623,72143,,,,,,
Sign Bottom,11765,90766,134851,,,,,,
Sign Top,11766,31733,54289,,,,,,
Sign Top,11767,30970,54485,,,,,,
Sign Bottom,11768,28937,76628,,,,,,
Sign Top,11769,43796,47747,,,,,,
Sign Top,11770,94051,103912,,,,,107332,114545
Sign Bottom,11771,169890,212294,109577,110179,,,,
Sign Bottom,11772,810,22402,,,,,,
Sign Top,11773,93108,113522,,,,,107000,150107
Sign Bottom,11774,17322,51445,,,,,,
Sign Top,11775,140000,140245,,,,,,
Sign Top,11776,82182,99305,,,977,30314,,
Sign Bottom,11777,88256,90594,,,16500,29786,,
Sign Top,11778,72785,94653,,,,,,
Sign Top,11779,0,36070,,,,,,
Sign Top,11780,105487,142881,100423,127713,,,,
Sign Top,11781,95000,95607,40,1298,,,,
Sign Top,11782,251,12303,,,,,,
Sign Top,11783,110307,127273,,,,,,
Sign Bottom,11784,20742,21992,,,,,,
Sign Top,11785,299,29769,,,,,,
Sign Bottom,11786,93132,106466,,,,,,
Sign Top,11787,33896,48753,120000,129332,,,,
Sign Top,11788,0,38528,0,8997,,,,
Sign Top,11789,19462,66764,32797,69484,,,,
Sign Top,11790,153935,181962,,,,,,
Sign Bottom,11791,50200,51568,,,,,,
Sign Top,11792,55279,82731,,,,,,
Sign Top,11793,41446,55747,,,,,,
Sign Top,11794,94000,126521,73000,79334,,,110000,118810
Sign Bottom,11795,98354,109177,1259,50880,,,,
Sign Bottom,11796,16601,17160,80079,97974,,,,
Sign Top,11797,63168,68504,,,,,,
Sign Bottom,11798,19666,39764,,,,,,
Sign Top,11799,72000,101652,,,,,,
Sign Top,11800,13,8018,112,17017,,,,
Sign Top,11801,19976,61185,,,,,,
Sign Top,11802,5725,47990,,,1535,8754,,
Sign Bottom,11803,102579,150656,62508,82776,157884,203260,,
Sign Bottom,11804,69105,72476,,,,,,
Sign Top,11805,60290,104158,80000,123331,,,,
Sign Bottom,11806,126576,173577,152876,175577,139153,154843,,
Sign Top,11807,39187,60181,,,,,,
Sign Bottom,11808,687,33083,36788,69270,,,,
Sign Bottom,11809,161345,171831,,,,,,
Sign Bottom,11810,69925,79655,93414,112871,90263,130455,,
Sign Bottom,11811,196930,217448,,,,,,
Sign Bottom,11812,144428,148404,125183,160838,138210,167877,,
Sign Bottom,11813,70558,71079,,,,,,
Sign Top,11814,102647,143457,,,,,,
Sign Top,11815,146474,178151,,,,,,
Sign Top,11816,121043,131570,,,,,,
Sign Top,11817,26500,71831,,,2900,44831,,
Sign Bottom,11818,23208,36307,,,,,,
Sign Top,11819,203,46338,,,,,,
Sign Bottom,11820,81258,92174,,,,,,
Sign Top,11821,22604,69509,,,23076,51340,,
Sign Top,11822,22676,25845,,,,,,
Sign Top,11823,80834,113103,,,,,150760,177722
Sign Top,11824,112000,158193,,,142900,153149,,
Sign Top,11825,34631,49478,32959,68154,,,,
Sign Bottom,11826,103471,117251,,,,,,
Sign Bottom,11827,179820,180508,197228,209212,158073,197507,,
Sign Bottom,11828,17779,53819,89486,124400,,,,
Sign Top,11829,26093,49557,,,,,,
Sign Bottom,11830,149251,161475,,,,,,
Sign Bottom,11831,72787,87205,25844,42772,,,,
Sign Bottom,11832,19863,63824,,,,,,
Sign Bottom,11833,166410,175938,,,,,,
Sign Bottom,11834,115193,142446,,,,,,
Sign Bottom,11835,135048,169679,,,,,,
Sign Bottom,11836,45994,50995,,,,,,
Sign Top,11837,105462,134088,,,,,,
Sign Bottom,11838,8536,11357,57836,72251,61410,108760,,
Sign Bottom,11839,113741,125004,139552,147496,,,,
Sign Bottom,11840,51638,83681,,,,,,
Sign Top,11841,108091,134314,12961,61327,58821,92491,,
Sign Bottom,11842,39287,78789,93761,127835,,,,
Sign Bottom,11843,44145,68972,,,,,,
Sign Bottom,11844,76911,93281,11681,18426,,,,
Sign Top,11845,200,5728,,,35000,36571,,
Sign Bottom,11846,94270,95938,117289,142482,,,,
Sign Bottom,11847,100955,137431,,,,,,
Sign Bottom,11848,112685,136518,,,,,,
Sign Top,11849,32506,52673,131810,178637,200000,246935,,
Sign Top,11850,60000,69316,,,,,,
Sign Bottom,11851,55402,66271,2700,52047,,,,
Sign Top,11852,28782,63260,27062,53103,,,,
Sign Top,11853,5324,47466,127612,176340,,,,
Sign Top,11854,54712,75083,43552,62860,,,,
Sign Bottom,11855,46000,47466,,,,,,
Sign Top,11856,38890,69960,,,,,,
Sign Top,11857,58483,91130,,,,,,
Sign Top,11858,118393,166462,,,,,,
Sign Bottom,11859,61647,109335,44343,78633,,,,
Sign Bottom,11860,62689,89496,,,,,,
Sign Bottom,11861,70984,98065,99249,142179,,,,
Sign Bottom,11862,72504,99093,,,,,,
Sign Bottom,11863,50006,60699,,,,,,
Sign Bottom,11864,172792,201930,223239,230767,,,,
Sign Top,11865,115000,123360,90000,135196,90000,109440,,
Sign Top,11866,2250,47722,,,,,,
Sign Bottom,11867,81377,96879,60481,76944,,,,
Sign Top,11868,25144,45392,,,,,,
Sign Bottom,11869,328981,363032,,,,,,
Sign Bottom,11870,35409,40425,,,,,,
Sign Bottom,11871,151111,167524,130668,151291,,,,
Sign Bottom,11872,181,11736,24000,43201,,,,
Sign Bottom,11873,48838,62047,51788,60182,,,,
Sign Top,11874,45000,45585,,,,,,
Sign Bottom,11875,7240,11774,,,,,,
Sign Top,11876,26616,70690,133059,150663,,,,
Sign Bottom,11877,63524,77835,86996,98127,,,,
Sign Top,11878,34114,56774,64000,94877,34000,50416,98885,146267
Sign Top,11879,71789,87134,122721,159505,,,,
Sign Top,11880,23149,57409,76294,93928,4287,6589,,
Sign Top,11881,30272,35887,,,51430,90591,,
Sign Bottom,11882,72306,112358,,,,,7970,9891
Sign Bottom,11883,59010,87722,244078,278792,,,,
Sign Top,11884,77224,112470,70514,113723,,,,
Sign Top,11885,40816,46349,34712,36595,,,,
Sign Top,11886,87479,87751,,,,,,
Sign Bottom,11887,65015,100042,,,,,,
Sign Bottom,11888,30473,38562,159083,173282,,,,
Sign Top,11889,33535,60978,936,3250,,,,
Sign Top,11890,10645,44383,52057,69857,,,,
Sign Top,11891,10,16865,,,,,,
Sign Top,11892,128640,144446,,,,,,
Sign Top,11893,53600,100278,43000,46765,,,,
Sign Bottom,11894,47150,49676,21027,52017,52902,101518,,
Sign Top,11895,54000,60288,0,36558,,,,
Sign Bottom,11896,87977,135367,68121,97700,,,,
Sign Top,11897,43987,74220,,,,,,
Sign Top,11898,42111,53300,33856,58167,,,,
Sign Top,11899,4600,40766,,,,,,
Sign Top,11900,15590,60967,190232,225697,,,,
Sign Top,11901,54000,89729,,,,,,
Sign Top,11902,71000,120445,38000,39066,,,,
Sign Top,11903,23448,66793,,,,,,
Sign Bottom,11904,26135,41166,,,,,,
Sign Top,11905,69366,75287,10710,56206,,,,
Sign Bottom,11906,103506,132148,,,,,,
Sign Top,11907,45480,69969,,,,,,
Sign Bottom,11908,20830,37657,,,,,,
Sign Bottom,11909,15206,55026,,,,,,
Sign Bottom,11910,8965,10011,24577,36131,,,,
Sign Bottom,11911,61559,104144,8399,48846,,,152279,189645
Sign Top,11912,65000,84608,35000,39282,,,,
Sign Bottom,11913,67579,80962,,,,,,
Sign Bottom,11914,20893,36446,,,,,,
Sign Bottom,11915,206901,237007,134188,177102,,,,
Sign Bottom,11916,27520,30939,,,135638,170729,,
Sign Bottom,11917,113966,162738,,,,,,
Sign Top,11918,25,17921,,,,,,
Sign Top,11919,70288,108824,,,,,,
Sign Top,11920,60229,81183,,,,,,
Sign Bottom,11921,115252,154022,,,45725,64082,,
Sign Bottom,11922,27737,60404,76924,88622,,,,
Sign Bottom,11923,150868,180622,,,,,,
Sign Top,11924,11999,18983,,,25355,38268,,
Sign Top,11925,9637,12367,,,,,,
Sign Top,11926,65051,90252,519,8215,889,31391,,
Sign Bottom,11927,12,42,130000,139913,,,,
Sign Top,11928,9500,24264,,,,,,
Sign Top,11929,35802,80667,,,,,,
Sign Bottom,11930,94154,122761,,,,,,
Sign Bottom,11931,4700,16298,51671,83670,,,,
Sign Top,11932,10857,39928,7817,45772,,,,
Sign Top,11933,5797,43118,80268,94674,,,,
Sign Bottom,11934,17335,63645,,,,,,
Sign Bottom,11935,148818,196899,,,,,,
Sign Top,11936,9708,33330,80498,126582,,,,
Sign Bottom,11937,37777,51871,533,34485,,,,
Sign Top,11938,32649,38363,15550,36112,,,,
Sign Bottom,11939,130906,151770,65330,97443,,,,
Sign Top,11940,44,41975,,,,,,
Sign Top,11941,515,38924,,,,,,
Sign Bottom,11942,149216,163605,,,,,,
Sign Bottom,11943,22780,49359,,,,,,
Sign Top,11944,171977,206326,,,,,,
Sign Top,11945,66000,95367,,,,,,
Sign Bottom,11946,1400,49328,136854,169829,,,,
Sign Bottom,11947,83769,108439,,,,,,
Sign Top,11948,250928,298336,,,,,,
Sign Top,11949,19039,62832,74334,109121,,,,
Sign Top,11950,200454,207436,,,,,,
Sign Bottom,11951,84263,102044,111372,120103,,,,
Sign Top,11952,76960,126068,20355,28810,,,,
Sign Bottom,11953,42426,74024,44830,61024,,,,
Sign Bottom,11954,56142,92044,,,,,,
Sign Top,11955,92000,138686,42100,85530,,,,
Sign Top,11956,99657,121563,2,9025,,,,
Sign Top,11957,32113,72665,,,,,,
Sign Top,11958,190000,233728,,,,,,
Sign Bottom,11959,54728,70652,8579,34575,,,,
Sign Top,11960,91300,106223,175000,202889,,,,
Sign Top,11961,118345,147496,,,,,,
Sign Top,11962,32200,36042,83600,90196,,,,
Sign Bottom,11963,90136,108040,,,,,,
Sign Top,11964,51286,86980,,,,,,
Sign Bottom,11965,131501,147899,,,,,,
Sign Bottom,11966,76782,115748,,,,,,
Sign Bottom,11967,43317,87476,,,5139,22582,,
Sign Bottom,11968,39613,55314,,,29521,68280,,
Sign Bottom,11969,183881,222738,,,,,,
Sign Bottom,11970,42219,52305,53165,99305,,,,
Sign Bottom,11971,88133,94894,68795,91934,,,,
Sign Bottom,11972,70100,119041,,,,,,
Sign Top,11973,64173,113854,33639,47548,88279,89258,,
Sign Top,11974,13321,31588,77000,100154,,,,
Sign Bottom,11975,71351,113894,,,,,,
Sign Top,11976,60003,106962,27984,58084,,,,
Sign Bottom,11977,117244,144828,,,6162,51754,,
Sign Bottom,11978,14824,24543,,,,,,
Sign Bottom,11979,217127,238591,103709,105055,,,,
Sign Top,11980,582,32795,,,,,,
Sign Top,11981,44500,90319,,,,,228,13443
Sign Top,11982,210,42043,,,,,,
Sign Bottom,11983,50032,84689,3556,14458,,,,
Sign Bottom,11984,10017,29847,,,,,,
Sign Top,11985,8700,29152,0,41266,,,,
Sign Top,11986,9910,53006,29678,30979,,,,
Sign Bottom,11987,68239,87293,118000,134868,,,,
Sign Top,11988,413,16311,,,146396,149034,,
Sign Top,11989,69288,81915,,,,,,
Sign Top,11990,54845,59989,,,,,26,622
Sign Bottom,11991,12979,22570,,,,,,
Sign Top,11992,20272,46405,56739,60544,,,,
Sign Top,11993,45389,68657,,,,,,
Sign Top,11994,42769,80849,,,,,,
Sign Bottom,11995,138360,185437,,,,,,
Sign Top,11996,60000,91959,,,,,,
Sign Bottom,11997,88836,133078,,,,,,
Sign Bottom,11998,60611,99800,,,,,,
Sign Top,11999,146290,173269,,,23074,51444,,
Sign Bottom,12000,103678,127820,,,,,,
Sign Bottom,12001,59810,101641,,,,,,
Sign Bottom,12002,35053,43134,,,,,,
Sign Bottom,12003,123463,165069,,,,,,
Sign Bottom,12004,82059,97617,,,,,,
Sign Bottom,12005,111000,132340,28550,38632,,,,
Sign Bottom,12006,119793,129562,,,,,,
Sign Bottom,12007,74281,85279,,,,,,
Sign Bottom,12008,67319,83385,,,,,,
Sign Top,12009,12923,38636,75553,111639,,,,
Sign Top,12010,225047,251342,169546,178390,,,,
Sign Top,12011,5111,46603,,,,,202,10047
Sign Bottom,12012,93419,132613,,,,,,
Sign Top,12013,94504,133622,73128,73855,,,110718,130356
Sign Bottom,12014,209287,238232,,,,,,
Sign Top,12015,37000,59317,24934,66767,,,,
Sign Top,12016,15000,42162,,,,,,
Sign Top,12017,58668,97663,3721,5837,,,,
Sign Top,12018,22,2783,2,4882,,,,
Sign Bottom,12019,131320,153703,,,,,,
Sign Bottom,12020,83470,115795,,,49819,52318,,
Sign Bottom,12021,262645,274829,,,12660,60502,,
Sign Bottom,12022,194481,202632,,,,,,
Sign Bottom,12023,31096,59716,94069,140793,,,,
Sign Top,12024,10946,23834,,,,,,
Sign Bottom,12025,97902,129829,52000,89684,,,,
Sign Bottom,12026,38442,38776,81983,123417,,,,
Sign Bottom,12027,5266,12971,,,,,,
Sign Top,12028,79531,99323,31099,45700,140855,159788,,
Sign Top,12029,19963,24204,,,,,,
Sign Bottom,12030,112602,150006,95140,108774,,,,
Sign Bottom,12031,105127,110142,60996,62606,,,,
Sign Top,12032,9,48726,,,,,,
Sign Top,12033,4721,51270,,,,,,
Sign Bottom,12034,103016,151404,82034,104257,,,179084,185974
Sign Bottom,12035,1668,36256,,,,,,
Sign Bottom,12036,38912,72103,,,,,,
Sign Bottom,12037,58754,87943,52620,79805,,,,
Sign Top,12038,109176,142140,120285,140020,58089,80008,,
Sign Top,12039,167266,178226,,,,,27157,76178
Sign Bottom,12040,72479,72603,,,,,,
Sign Bottom,12041,200531,225976,,,,,,
Sign Bottom,12042,19565,63658,4489,51334,,,,
Sign Top,12043,25092,51454,,,,,,
Sign Bottom,12044,37940,59774,,,138000,139852,,
Sign Bottom,12045,73816,110568,,,92047,125390,,
Sign Top,12046,51604,80727,,,,,,
Sign Bottom,12047,178845,202394,,,,,,
Sign Top,12048,100860,139476,10968,48374,,,,
Sign Top,12049,72000,117738,54061,65505,,,,
Sign Bottom,12050,138310,163181,,,,,,
Sign Top,12051,172175,177957,,,,,,
Sign Top,12052,95000,108423,,,,,,
Sign Bottom,12053,72678,76807,,,,,,
Sign Bottom,12054,96337,116003,66351,80985,,,,
Sign Bottom,12055,1012,32192,,,,,,
Sign Bottom,12056,76770,110418,,,,,,
Sign Top,12057,110000,116598,,,,,,
Sign Bottom,12058,43318,59323,68223,94933,,,,
Sign Bottom,12059,59405,103224,,,8402,57016,,
Sign Top,12060,75343,119565,31090,59219,,,,
Sign Top,12061,161445,179130,,,,,,
Sign Top,12062,16720,21190,11000,31438,,,,
Sign Bottom,12063,41633,66170,47097,68795,114424,144855,,
Sign Top,12064,2203,5025,22960,31138,,,,
Sign Bottom,12065,735965,778492,100512,135052,163756,180757,,
Sign Bottom,12066,56449,58697,,,,,,
Sign Bottom,12067,9404,26680,55456,72761,,,,
Sign Bottom,12068,56355,99399,,,,,,
Sign Top,12069,24189,54574,,,,,,
Sign Top,12070,60178,75777,,,,,,
Sign Bottom,12071,36621,49449,70909,85213,,,,
Sign Top,12072,500,14810,54000,84167,,,,
Sign Top,12073,88690,136308,,,,,,
Sign Bottom,12074,53111,72293,10893,35199,,,,
Sign Top,12075,42779,54732,168722,173386,,,,
Sign Bottom,12076,1850,21372,,,,,,
Sign Top,12077,83000,109687,117000,127976,157549,158326,,
Sign Top,12078,73577,106116,863,41712,,,,
Sign Bottom,12079,65239,89409,59329,70653,,,,
Sign Bottom,12080,102187,113007,,,,,,
Sign Top,12081,55547,59810,60691,103898,,,,
Sign Top,12082,37320,42245,,,,,,
Sign Bottom,12083,97774,115017,76274,117226,48633,51500,,
Sign Top,12084,25000,61366,25000,67646,,,,
Sign Top,12085,83234,86972,,,,,,
Sign Bottom,12086,71692,95415,,,,,7156,57119
Sign Top,12087,71970,120566,191000,234026,,,,
Sign Bottom,12088,118518,166395,,,,,,
Sign Bottom,12089,20600,66619,,,,,,
Sign Bottom,12090,24773,42133,,,,,,
Sign Bottom,12091,20894,35820,,,,,,
Sign Bottom,12092,45576,49403,,,,,,
Sign Bottom,12093,164200,194735,85450,115502,,,,
Sign Bottom,12094,44147,54834,,,,,,
Sign Top,12095,995,6587,,,,,,
Sign Bottom,12096,121904,167721,143667,191680,,,,
Sign Bottom,12097,22891,62785,,,,,,
Sign Top,12098,20953,30043,54784,67199,,,,
Sign Bottom,12099,25199,51061,84320,128626,5476,21415,,
Sign Top,12100,161741,173815,26800,47833,107560,146393,,
Sign Bottom,12101,23782,70773,,,,,,
Sign Bottom,12102,178671,188114,,,,,,
Sign Top,12103,250,5520,,,,,,
Sign Top,12104,102180,105382,19902,57872,,,,
Sign Top,12105,25,20732,,,,,,
Sign Bottom,12106,67043,77189,8466,18257,,,,
Sign Bottom,12107,30914,75483,,,,,,
Sign Top,12108,351,39967,,,,,,
Sign Top,12109,167452,199690,157257,200944,,,,
Sign Top,12110,55000,103114,120000,122243,,,,
Sign Top,12111,189,48693,8032,56749,,,,
Sign Top,12112,200,7189,,,22884,41226,,
Sign Top,12113,34226,71064,1807,39656,,,,
Sign Top,12114,13510,41837,30708,50445,,,,
Sign Top,12115,18443,36171,65,44701,,,,
Sign Top,12116,239173,285299,,,,,,
Sign Top,12117,5935,8627,55241,76211,,,,
Sign Bottom,12118,4250,51283,,,,,,
Sign Bottom,12119,101474,124899,137249,150472,,,,
Sign Top,12120,12156,17185,,,26194,33617,,
Sign Bottom,12121,9450,54293,71938,75863,,,,
Sign Bottom,12122,39549,87348,53803,98062,,,,
Sign Top,12123,52679,64001,,,,,,
Sign Bottom,12124,107211,147106,39786,44019,82111,97749,,
Sign Bottom,12125,45732,67894,62308,98330,,,,
Sign Bottom,12126,82067,95623,88294,132430,,,,
Sign Top,12127,83019,119959,,,,,,
Sign Bottom,12128,153078,159939,139852,174001,,,,
Sign Bottom,12129,94667,136470,,,,,,
Sign Bottom,12130,33802,74050,,,,,,
Sign Bottom,12131,67352,82268,139647,178894,,,,
Sign Bottom,12132,106623,152412,,,,,,
Sign Top,12133,100414,130523,,,,,,
Sign Top,12134,97500,126256,100999,144754,,,,
Sign Bottom,12135,39403,65960,81789,83201,,,,
Sign Top,12136,70000,72593,,,47000,75371,,
Sign Bottom,12137,36625,49459,,,,,,
Sign Top,12138,167000,170978,180000,213805,,,,
Sign Top,12139,0,12244,,,,,,
Sign Top,12140,4902,38762,,,,,,
Sign Top,12141,86332,90371,,,,,,
Sign Bottom,12142,170953,197434,,,,,,
Sign Bottom,12143,9240,41300,,,,,,
Sign Bottom,12144,101501,128553,,,,,,
Sign Top,12145,7,21802,,,,,,
Sign Bottom,12146,131427,150556,76213,116697,,,,
Sign Top,12147,45898,58964,664,42668,,,,
Sign Bottom,12148,56956,76640,,,,,72189,107593
Sign Top,12149,154753,180050,,,,,,
Sign Bottom,12150,81720,106746,,,,,,
Sign Bottom,12151,121816,125742,52873,62341,100924,140619,,
Sign Bottom,12152,125737,162140,,,,,65486,80098
Sign Bottom,12153,99206,123180,,,,,,
Sign Top,12154,11288,32841,103365,137551,,,,
Sign Bottom,12155,54202,69418,,,,,,
Sign Bottom,12156,124127,142732,5947,6937,,,,
Sign Top,12157,190310,219125,,,,,,
Sign Top,12158,53960,84474,,,,,,
Sign Bottom,12159,92277,118265,175792,179555,,,,
Sign Bottom,12160,200400,246551,54000,64581,,,,
Sign Bottom,12161,158534,188086,168497,177014,,,,
Sign Top,12162,60000,71245,,,,,,
Sign Bottom,12163,60350,68378,,,,,,
Sign Top,12164,7031,25234,,,,,,
Sign Top,12165,72347,78269,26735,74083,,,,
Sign Bottom,12166,74523,84047,,,,,,
Sign Top,12167,11964,29037,,,,,,
Sign Bottom,12168,122306,135546,,,,,,
Sign Top,12169,124350,140653,,,,,,
Sign Top,12170,11,38484,5,26397,,,,
Sign Bottom,12171,182657,194979,53791,56786,,,,
Sign Top,12172,55054,85402,,,,,,
Sign Top,12173,26691,71357,,,,,,
Sign Top,12174,69233,113471,,,,,,
Sign Top,12175,26000,70613,,,,,,
Sign Top,12176,2,16053,,,,,,
Sign Bottom,12177,72401,103148,,,,,,
Sign Top,12178,53679,72107,,,,,,
Sign Bottom,12179,10056,17053,132498,161475,,,,
Sign Top,12180,244,40281,,,,,,
Sign Top,12181,75000,79387,,,,,,
Sign Bottom,12182,206760,221598,,,,,,
Sign Bottom,12183,113529,144526,,,,,,
Sign Bottom,12184,42270,49434,,,,,,
Sign Top,12185,0,37720,49000,67095,,,,
Sign Top,12186,117185,147761,,,,,,
Sign Top,12187,150675,171570,720,29034,621,3517,,
Sign Bottom,12188,101262,130765,,,,,,
Sign Bottom,12189,73334,78973,,,,,,
Sign Bottom,12190,206396,253210,,,,,,
Sign Top,12191,737,15092,75262,92325,,,,
Sign Bottom,12192,30,12165,,,,,,
Sign Bottom,12193,59857,69852,,,,,,
Sign Bottom,12194,208134,218454,,,,,,
Sign Top,12195,31767,71943,,,,,,
Sign Bottom,12196,143547,164843,63708,90694,,,,
Sign Top,12197,28889,70621,70201,92730,,,,
Sign Bottom,12198,186840,201835,128501,167335,,,,
Sign Bottom,12199,39534,53625,52844,54089,,,,
Sign Top,12200,115731,116853,,,,,,
Sign Bottom,12201,33056,53611,,,,,,
Sign Bottom,12202,20423,48104,28760,63588,,,,
Sign Top,12203,59183,94194,,,,,,
Sign Bottom,12204,61102,101714,,,42916,77740,,
Sign Top,12205,723,32130,90803,95051,,,,
Sign Top,12206,118217,134771,105511,118946,,,,
Sign Bottom,12207,99067,144409,,,,,,
Sign Top,12208,13000,40931,40000,57020,,,,
Sign Top,12209,31,7884,0,17715,,,,
Sign Top,12210,116000,149887,,,,,,
Sign Top,12211,143353,168410,35893,65072,,,,
Sign Top,12212,13460,45472,73000,106390,97000,125372,,
Sign Bottom,12213,179521,194859,,,,,,
Sign Top,12214,94,19426,33100,75914,,,,
Sign Top,12215,62900,76511,99488,147631,,,,
Sign Bottom,12216,5225,31704,100357,101617,,,,
Sign Bottom,12217,102595,146726,,,,,,
Sign Top,12218,7000,46020,105751,132913,55309,72858,,
Sign Bottom,12219,152456,196291,138907,163863,,,,
Sign Top,12220,42548,89811,67700,77118,,,,
Sign Bottom,12221,172263,203087,,,,,,
Sign Top,12222,89625,138136,1006,19348,170410,204096,143617,152195
